,address,commission_district,date_and_time,flood_depth_measured_here,flood_type,has_this_location_flooded,municipality,flood_depth_measured_here_other,what_properties_are_flooded_oth,water_depth_in_inches,what_properties_are_flooded,zip_code,temperature,atmospheric_pressure,air_humidity,wind_speed,wind_gust,wind_direction,longitude,latitude,horizontal_accuracy,date,geometry
609,Holland Park,6,"Thu, 05 Oct 2017 20:28:42 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12103333,26.019525,,2017-10-05 20:28:42,POINT (-80.1210333329999 26.019525)
610,"801-899 Johnson St, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:29:26 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12115555,26.019425,,2017-10-05 20:29:26,POINT (-80.121155555 26.0194250000001)
611,"848 Johnson St, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:29:58 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12339722,26.01939444,,2017-10-05 20:29:58,POINT (-80.123397222 26.019394444)
612,"3201-3399 SE 10th St, Pompano Beach, Florida, 33062",4,"Fri, 06 Oct 2017 12:39:26 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.09418712,26.22499102,,2017-10-06 12:39:26,POINT (-80.094187123 26.2249910240001)
613,"1501-1799 W Las Olas Blvd, Fort Lauderdale, Florida, 33312",8,"Fri, 06 Oct 2017 14:27:33 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.16518402,26.11906815,,2017-10-06 14:27:33,POINT (-80.16518402 26.1190681460001)
614,"1500-1798 W Las Olas Blvd, Fort Lauderdale, Florida, 33312",8,"Fri, 06 Oct 2017 14:30:18 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.16511536,26.11903572,,2017-10-06 14:30:18,POINT (-80.1651153569999 26.1190357200001)
615,"5701 N Surf Rd, Hollywood, Florida, 33019",6,"Fri, 06 Oct 2017 18:53:56 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11229122,26.04988531,,2017-10-06 18:53:56,POINT (-80.11229122 26.049885314)
616,"925 Buchanan St, Hollywood, Florida, 33019",6,"Sat, 07 Oct 2017 11:34:32 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12435278,26.01766945,,2017-10-07 11:34:32,POINT (-80.1243527779999 26.017669445)
617,"925 Buchanan St, Hollywood, Florida, 33019",6,"Sat, 07 Oct 2017 11:37:15 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12439172,26.01769942,,2017-10-07 11:37:15,POINT (-80.124391723 26.0176994240001)
618,"335 SE 6th Ave, Fort Lauderdale, Florida, 33301",4,"Sat, 07 Oct 2017 14:06:36 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13726117,26.11869338,,2017-10-07 14:06:36,POINT (-80.137261166 26.118693379)
619,"501-599 East Ave, Fort Lauderdale, Florida, 33301",4,"Sat, 07 Oct 2017 14:24:25 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13735174,26.11585488,,2017-10-07 14:24:25,POINT (-80.1373517389999 26.1158548820001)
620,John U Lloyd State Park,6,"Sun, 08 Oct 2017 05:33:43 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33004,,,,,,,-80.11260278,26.08159722,,2017-10-08 05:33:43,POINT (-80.1126027769999 26.081597222)
621,"2405 Castilla Isle, Fort Lauderdale, Florida, 33301",4,"Mon, 09 Oct 2017 12:34:20 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.11403958,26.12271903,,2017-10-09 12:34:20,POINT (-80.114039581 26.1227190320001)
622,"7464-7628 N Ocean Dr, Dania, Florida, 33004",6,"Mon, 09 Oct 2017 14:45:32 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33004,,,,,,,-80.11241945,26.08118889,,2017-10-09 14:45:32,POINT (-80.1124194449999 26.081188889)
623,"7465-7629 N Ocean Dr, Dania, Florida, 33004",6,"Mon, 09 Oct 2017 14:47:30 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33004,,,,,,,-80.11126667,26.081275,,2017-10-09 14:47:30,POINT (-80.1112666659999 26.0812750000001)
624,"7464-7628 N Ocean Dr, Dania, Florida, 33004",6,"Mon, 09 Oct 2017 14:48:20 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33004,,,,,,,-80.11238889,26.08123333,,2017-10-09 14:48:20,POINT (-80.1123888879999 26.081233333)
625,"7464-7628 N Ocean Dr, Dania, Florida, 33004",6,"Mon, 09 Oct 2017 14:48:54 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33004,,,,,,,-80.11239722,26.08123333,,2017-10-09 14:48:54,POINT (-80.112397222 26.081233333)
626,"7464-7628 N Ocean Dr, Dania, Florida, 33004",6,"Mon, 09 Oct 2017 14:49:21 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33004,,,,,,,-80.112525,26.08128055,,2017-10-09 14:49:21,POINT (-80.112525 26.081280555)
627,"7464-7628 N Ocean Dr, Dania, Florida, 33004",6,"Mon, 09 Oct 2017 14:49:48 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33004,,,,,,,-80.112525,26.08128055,,2017-10-09 14:49:48,POINT (-80.112525 26.081280555)
628,"7464-7628 N Ocean Dr, Dania, Florida, 33004",6,"Mon, 09 Oct 2017 14:50:11 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33004,,,,,,,-80.11260278,26.08125,,2017-10-09 14:50:11,POINT (-80.1126027769999 26.0812500000001)
629,John U Lloyd State Park,6,"Mon, 09 Oct 2017 14:50:34 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33004,,,,,,,-80.11266389,26.08127222,,2017-10-09 14:50:34,POINT (-80.112663889 26.0812722220001)
630,"5800-5898 N Ocean Dr, Hollywood, Florida, 33019",6,"Mon, 09 Oct 2017 14:51:14 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11457778,26.050375,,2017-10-09 14:51:14,POINT (-80.114577777 26.050375)
631,"5800-5898 N Ocean Dr, Hollywood, Florida, 33019",6,"Mon, 09 Oct 2017 14:52:00 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11459445,26.05038056,,2017-10-09 14:52:00,POINT (-80.114594445 26.0503805560001)
632,"5600-5698 N Ocean Dr, Hollywood, Florida, 33019",6,"Mon, 09 Oct 2017 14:52:36 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11460833,26.04926667,,2017-10-09 14:52:36,POINT (-80.114608334 26.049266667)
633,"5398 N Ocean Dr, Hollywood, Florida, 33019",6,"Mon, 09 Oct 2017 14:53:02 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11465556,26.04769444,,2017-10-09 14:53:02,POINT (-80.114655555 26.047694445)
634,"5398 N Ocean Dr, Hollywood, Florida, 33019",6,"Mon, 09 Oct 2017 14:53:29 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11465556,26.04769444,,2017-10-09 14:53:29,POINT (-80.114655555 26.047694445)
635,"5000-5098 N Ocean Dr, Hollywood, Florida, 33019",6,"Mon, 09 Oct 2017 14:53:59 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11474722,26.04569722,,2017-10-09 14:53:59,POINT (-80.1147472219999 26.0456972220001)
636,"33441, Deerfield Beach, Florida",2,"Mon, 09 Oct 2017 15:16:17 GMT",,high_tide_tidal_flooding,,DEERFIELD BEACH,,,,,33441,,,,,,,-80.08193229,26.31640394,,2017-10-09 15:16:17,POINT (-80.081932288 26.316403936)
637,"1701 Riverview Rd, Deerfield Beach, Florida, 33441",2,"Mon, 09 Oct 2017 15:17:19 GMT",,high_tide_tidal_flooding,,DEERFIELD BEACH,,,,,33441,,,,,,,-80.08155463,26.3150191,,2017-10-09 15:17:19,POINT (-80.081554631 26.315019095)
638,"101-199 N 7th Ave, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 11:48:26 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11850159,26.0129822,,2017-10-13 11:48:26,POINT (-80.118501592 26.012982196)
639,"751 Hollywood Blvd, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 19:35:12 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12060981,26.0122494,,2017-10-13 19:35:12,POINT (-80.1206098069999 26.012249405)
640,"801-899 Harrison St, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 19:39:51 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12166123,26.01114539,,2017-10-13 19:39:51,POINT (-80.1216612329999 26.0111453910001)
641,"801-899 Polk St, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 19:42:36 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12100678,26.01423564,,2017-10-13 19:42:36,POINT (-80.121006775 26.0142356420001)
642,"1110 N South Lake Dr, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 19:48:36 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12851696,26.00910125,,2017-10-13 19:48:36,POINT (-80.12851696 26.009101247)
643,"Hollywood Blvd, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 19:50:06 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12047033,26.01207103,,2017-10-13 19:50:06,POINT (-80.120470333 26.012071028)
644,"800-898 Harrison St, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 19:53:54 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12117803,26.01114162,,2017-10-13 19:53:54,POINT (-80.1211780249999 26.0111416240001)
645,"749-799 Polk St, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 20:07:48 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12070596,26.01408243,,2017-10-13 20:07:48,POINT (-80.120705957 26.0140824270001)
646,"300-398 Virginia St, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 20:09:54 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11773675,26.00987127,,2017-10-13 20:09:54,POINT (-80.117736752 26.0098712700001)
647,"800-898 Van Buren St, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 20:11:22 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12054771,26.01020875,,2017-10-13 20:11:22,POINT (-80.120547706 26.010208747)
648,"801-899 Polk St, Hollywood, Florida, 33019",6,"Fri, 13 Oct 2017 20:13:39 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12082666,26.01428249,,2017-10-13 20:13:39,POINT (-80.120826656 26.014282495)
649,"30 Pelican Isle, Fort Lauderdale, Florida, 33301",4,"Tue, 17 Oct 2017 12:40:56 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.11405997,26.12336998,,2017-10-17 12:40:56,POINT (-80.114059965 26.123369975)
650,"Sunset Dr, Hallandale, Florida, 33009",6,"Wed, 18 Oct 2017 18:40:57 GMT",,high_tide_tidal_flooding,,HALLANDALE BEACH,,,,,33009,,,,,,,-80.12713831,25.97895565,,2017-10-18 18:40:57,POINT (-80.127138305 25.9789556540001)
651,"Massini Ave, North Miami Beach, Florida, 33160",6,"Wed, 18 Oct 2017 18:42:59 GMT",,high_tide_tidal_flooding,,HALLANDALE BEACH,,,,,33009,,,,,,,-80.12187581,25.97595128,,2017-10-18 18:42:59,POINT (-80.1218758099999 25.9759512790001)
652,"Massini Ave, North Miami Beach, Florida, 33160",6,"Wed, 18 Oct 2017 18:43:46 GMT",,high_tide_tidal_flooding,,HALLANDALE BEACH,,,,,33009,,,,,,,-80.12187581,25.97595128,,2017-10-18 18:43:46,POINT (-80.1218758099999 25.9759512790001)
653,"Massini Ave, North Miami Beach, Florida, 33160",6,"Wed, 18 Oct 2017 18:44:12 GMT",,high_tide_tidal_flooding,,HALLANDALE BEACH,,,,,33009,,,,,,,-80.12187581,25.97595128,,2017-10-18 18:44:12,POINT (-80.1218758099999 25.9759512790001)
654,"101-473 Golden Isles Dr, Hallandale, Florida, 33009",6,"Wed, 18 Oct 2017 18:44:56 GMT",,high_tide_tidal_flooding,,HALLANDALE BEACH,,,,,33009,,,,,,,-80.12903731,25.98357057,,2017-10-18 18:44:56,POINT (-80.129037308 25.9835705730001)
655,"101-473 Golden Isles Dr, Hallandale, Florida, 33009",6,"Wed, 18 Oct 2017 18:47:11 GMT",,high_tide_tidal_flooding,,HALLANDALE BEACH,,,,,33009,,,,,,,-80.12903731,25.98357057,,2017-10-18 18:47:11,POINT (-80.129037308 25.9835705730001)
656,"1705 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 16:35:02 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08845348,26.25299433,,2017-11-04 16:35:02,POINT (-80.088453481 26.252994331)
657,"1705 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 16:38:47 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08845348,26.25299433,,2017-11-04 16:38:47,POINT (-80.088453481 26.252994331)
658,"1705 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:09:22 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08841347,26.25301902,,2017-11-04 17:09:22,POINT (-80.08841347 26.2530190150001)
659,"3200-3248 Canal Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:12:58 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08739423,26.25293723,,2017-11-04 17:12:58,POINT (-80.08739423 26.2529372270001)
660,"Canal Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:17:27 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08734059,26.2530142,,2017-11-04 17:17:27,POINT (-80.087340586 26.2530142040001)
661,"Canal Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:20:25 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08734059,26.2530142,,2017-11-04 17:20:25,POINT (-80.087340586 26.2530142040001)
662,"Canal Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:22:52 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08734059,26.2530142,,2017-11-04 17:22:52,POINT (-80.087340586 26.2530142040001)
663,"1621 SR-A1A, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:25:42 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08672904,26.2530142,,2017-11-04 17:25:42,POINT (-80.0867290419999 26.2530142040001)
664,"1621 SR-A1A, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:31:28 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08685602,26.25304649,,2017-11-04 17:31:28,POINT (-80.0868560179999 26.2530464860001)
665,"1621 SR-A1A, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:33:43 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08685602,26.25304649,,2017-11-04 17:33:43,POINT (-80.0868560179999 26.2530464860001)
666,"3201 Canal Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:36:17 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08842243,26.25319924,,2017-11-04 17:36:17,POINT (-80.0884224279999 26.253199237)
667,"3201-3249 Canal Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:39:54 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08844773,26.25314687,,2017-11-04 17:39:54,POINT (-80.0884477339999 26.253146869)
668,"3201-3249 Canal Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:42:05 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08844773,26.25314687,,2017-11-04 17:42:05,POINT (-80.0884477339999 26.253146869)
669,"1705 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Sat, 04 Nov 2017 17:44:30 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.0886784,26.25318295,,2017-11-04 17:44:30,POINT (-80.0886784049999 26.253182952)
670,"1416 SE 11th Ct, Fort Lauderdale, Florida, 33316",4,"Sun, 05 Nov 2017 14:30:34 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12831848,26.10800364,,2017-11-05 14:30:34,POINT (-80.1283184759999 26.108003645)
671,"1100-1178 Cordova Rd, Fort Lauderdale, Florida, 33316",4,"Sun, 05 Nov 2017 14:32:48 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12827222,26.10869444,,2017-11-05 14:32:48,POINT (-80.128272222 26.108694444)
672,"1415 SE 11th Ct, Fort Lauderdale, Florida, 33316",4,"Sun, 05 Nov 2017 14:34:27 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12839939,26.108408,,2017-11-05 14:34:27,POINT (-80.128399389 26.108408)
673,"1501 SE 11th St, Fort Lauderdale, Florida, 33316",4,"Sun, 05 Nov 2017 14:38:08 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12804444,26.10971944,,2017-11-05 14:38:08,POINT (-80.128044444 26.1097194440001)
674,"2831 SW 87th Ter, Fort Lauderdale, Florida, 33328",5,"Sun, 05 Nov 2017 14:42:24 GMT",,high_tide_tidal_flooding,,DAVIE,,,,,33328,,,,,,,-80.2648,26.08517334,,2017-11-05 14:42:24,POINT (-80.2648 26.0851733430001)
675,"621-899 Cordova Rd, Fort Lauderdale, Florida, 33316",4,"Sun, 05 Nov 2017 14:44:19 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.1277124,26.11173,,2017-11-05 14:44:19,POINT (-80.1277124 26.11173)
676,"700-898 Cordova Rd, Fort Lauderdale, Florida, 33316",4,"Sun, 05 Nov 2017 14:46:35 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12757778,26.11205556,,2017-11-05 14:46:35,POINT (-80.127577778 26.112055556)
677,"1415 SE 11th Ct, Fort Lauderdale, Florida, 33316",4,"Sun, 05 Nov 2017 14:48:16 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.1285867,26.10845163,,2017-11-05 14:48:16,POINT (-80.1285866969999 26.108451631)
678,"1601 SE 8th St, Fort Lauderdale, Florida, 33316",4,"Sun, 05 Nov 2017 14:52:04 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12699167,26.11367222,,2017-11-05 14:52:04,POINT (-80.126991666 26.113672222)
679,"705 Cordova Rd, Fort Lauderdale, Florida, 33316",4,"Sun, 05 Nov 2017 14:52:05 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12740888,26.11303042,,2017-11-05 14:52:05,POINT (-80.1274088769999 26.1130304230001)
680,"609 Cordova Rd, Fort Lauderdale, Florida, 33316",4,"Sun, 05 Nov 2017 14:54:45 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12727222,26.11384444,,2017-11-05 14:54:45,POINT (-80.127272222 26.1138444440001)
681,"2831 SW 87th Ter, Fort Lauderdale, Florida, 33328",5,"Sun, 05 Nov 2017 14:54:58 GMT",,high_tide_tidal_flooding,,DAVIE,,,,,33328,,,,,,,-80.2648,26.08517334,,2017-11-05 14:54:58,POINT (-80.2648 26.0851733430001)
682,"800 S 7th Ave, Hollywood, Florida, 33019",6,"Sun, 05 Nov 2017 19:16:02 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11984918,26.00565405,,2017-11-05 19:16:02,POINT (-80.1198491809999 26.005654049)
683,"701-899 S South Lake Dr, Hollywood, Florida, 33019",6,"Sun, 05 Nov 2017 19:46:59 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12196503,26.00564028,,2017-11-05 19:46:59,POINT (-80.121965034 26.0056402760001)
684,"1650 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 17:37:09 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08840632,26.25276716,,2017-12-04 17:37:09,POINT (-80.0884063249999 26.2527671610001)
685,"1650 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 17:42:51 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08844401,26.2528137,,2017-12-04 17:42:51,POINT (-80.088444013 26.252813702)
686,"1609 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 17:56:29 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08867377,26.25286081,,2017-12-04 17:56:29,POINT (-80.088673767 26.2528608100001)
687,"3232 Canal Dr, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 18:02:02 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.0874024,26.25284638,,2017-12-04 18:02:02,POINT (-80.0874024 26.252846377)
688,"1701 SR-A1A, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 18:05:15 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08674526,26.25312061,,2017-12-04 18:05:15,POINT (-80.086745258 26.2531206090001)
689,"3241 Canal Dr, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 18:17:33 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.0869527,26.25329,,2017-12-04 18:17:33,POINT (-80.086952705 26.2532899990001)
690,"3221 Canal Dr, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 18:24:01 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08778955,26.25324429,,2017-12-04 18:24:01,POINT (-80.087789554 26.253244293)
691,"3229 Canal Dr, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 18:34:15 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08734967,26.25330203,,2017-12-04 18:34:15,POINT (-80.087349672 26.253302026)
692,"3201 Canal Dr, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 18:39:20 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08847733,26.2532134,,2017-12-04 18:39:20,POINT (-80.0884773269999 26.2532134)
693,"1705 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 18:56:48 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08863889,26.25311389,,2017-12-04 18:56:48,POINT (-80.088638889 26.2531138890001)
694,"1650 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Mon, 04 Dec 2017 19:05:15 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08842771,26.25277319,,2017-12-04 19:05:15,POINT (-80.0884277049999 26.2527731860001)
695,"335 S Federal Hwy, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 15:58:22 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13712222,26.11821111,,2016-11-14 15:58:22,POINT (-80.137122222 26.1182111110001)
696,"335 S Federal Hwy, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 15:59:19 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13725278,26.11830556,,2016-11-14 15:59:19,POINT (-80.1372527779999 26.1183055550001)
697,"431 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 16:00:21 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12526667,26.11715833,,2016-11-14 16:00:21,POINT (-80.1252666669999 26.1171583330001)
698,"427 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 16:01:07 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12522222,26.11735833,,2016-11-14 16:01:07,POINT (-80.1252222219999 26.1173583340001)
699,"422 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 16:01:41 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12522778,26.11744444,,2016-11-14 16:01:41,POINT (-80.125227778 26.117444445)
700,"323 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 16:02:18 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12473333,26.11872222,,2016-11-14 16:02:18,POINT (-80.1247333329999 26.118722222)
701,"323 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 16:03:49 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12480278,26.118575,,2016-11-14 16:03:49,POINT (-80.124802777 26.118575)
702,"435 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 16:04:24 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12535833,26.11692222,,2016-11-14 16:04:24,POINT (-80.1253583329999 26.116922222)
703,"435 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 16:05:30 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12531944,26.11695556,,2016-11-14 16:05:30,POINT (-80.1253194439999 26.1169555560001)
704,"435 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 16:05:58 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12531944,26.11696111,,2016-11-14 16:05:58,POINT (-80.1253194439999 26.116961111)
705,"65 Hendricks Isle, Fort Lauderdale, Florida, 33301",4,"Mon, 14 Nov 2016 16:07:25 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12196389,26.12270833,,2016-11-14 16:07:25,POINT (-80.121963889 26.122708334)
