,original_reference_no,original_request_type,original_status,original_priority,original_assigned_dept,original_date,formatted,lat,lon,geometry
566,W066073-041522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/15/2022 1:56 PM,"1521 Miller Road, Coral Gables, FL 33146, United States of America",25.71926945,-80.28491788,POINT (-80.28491788 25.71926945)
567,W066070-041522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/15/2022 1:45 PM,"1511 Miller Road, Coral Gables, FL 33146, United States of America",25.7192937,-80.28443172,POINT (-80.28443172 25.7192937)
568,W066069-041522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/15/2022 1:24 PM,"1515 Miller Road, Coral Gables, FL 33146, United States of America",25.71926825,-80.28470909,POINT (-80.28470909 25.71926825)
569,W066045-041422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/14/2022 4:32 PM,"1525 Miller Road, Coral Gables, FL 33146, United States of America",25.71924775,-80.28512484,POINT (-80.28512484 25.71924775)
570,W066044-041422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/14/2022 4:22 PM,"5200 San Amaro Drive, Coral Gables, FL 33146, United States of America",25.721909,-80.28110818,POINT (-80.28110818 25.721909)
571,W066042-041422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/14/2022 4:14 PM,"San Amaro Drive, Coral Gables, FL 33124, United States of America",25.72233984,-80.2811194,POINT (-80.2811194 25.72233984)
572,W066041-041422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/14/2022 4:07 PM,"1550 Consolata Avenue, Coral Gables, FL 33146, United States of America",25.71725525,-80.28559345,POINT (-80.28559345 25.71725525)
573,W066039-041422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/14/2022 4:01 PM,"5915 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.70886821,-80.28489808,POINT (-80.28489808 25.70886821)
574,W066038-041422,Storm Drain/ Catch Basin,Completed,Medium,PW- Central and Engineering,4/14/2022 4:00 PM,"5915 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.70886821,-80.28489808,POINT (-80.28489808 25.70886821)
575,W066036-041422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/14/2022 3:49 PM,"1410 Robbia Avenue, Coral Gables, FL 33146-1924, United States of America",25.72263818,-80.28145875,POINT (-80.28145875 25.72263818)
576,W066035-041422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/14/2022 3:44 PM,"1430 Consolata Avenue, Coral Gables, FL 33146, United States of America",25.71734145,-80.28314488,POINT (-80.28314488 25.71734145)
577,W066033-041422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/14/2022 2:26 PM,"1412 Zuleta Avenue, Coral Gables, FL 33146, United States of America",25.718103,-80.282726,POINT (-80.282726 25.718103)
578,W066032-041422,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,4/14/2022 2:19 PM,"Huizenga Family Ticket Tower & Box Office, 6299 San Amaro Drive, Coral Gables, FL 33146, United States of America",25.7113449,-80.2826061,POINT (-80.2826061 25.7113449)
579,W066031-041422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/14/2022 2:03 PM,"5877 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.70907969,-80.2846467,POINT (-80.2846467 25.70907969)
580,W065988-041322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/13/2022 9:09 AM,"540 San Esteban Avenue, Coral Gables, FL 33146, United States of America",25.73096345,-80.26576059,POINT (-80.26576059 25.73096345)
581,W065972-041222,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW - Central and Engineering,4/12/2022 1:45 PM,"1538 Saragossa Avenue, Coral Gables, FL 33134, United States of America",25.7414117,-80.28577539,POINT (-80.28577539 25.7414117)
582,W065352-032122,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,3/21/2022 9:39 AM,"922 Wallace Street, Coral Gables, FL 33134, United States of America",25.76170645,-80.27786096,POINT (-80.27786096 25.76170645)
583,W065010-030822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/8/2022 1:33 PM,"600 Madeira Avenue, Coral Gables, FL 33134, United States of America",25.75521255,-80.26731959,POINT (-80.26731959 25.75521255)
584,W064683-022222,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW - Central and Engineering,2/22/2022 9:36 AM,"825 Milan Avenue, Coral Gables, FL 33134, United States of America",25.75739455,-80.27232166,POINT (-80.27232166 25.75739455)
585,W064581-021622,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW - Central and Engineering,2/16/2022 9:30 AM,"1303 North Greenway Drive, Coral Gables, FL 33134, United States of America",25.7532448,-80.28216867,POINT (-80.28216867 25.7532448)
586,W064512-021422,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,2/14/2022 11:34 AM,"915 Monterey Street, Coral Gables, FL 33134, United States of America",25.7623645,-80.27379611,POINT (-80.27379611 25.7623645)
587,W064386-020922,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,2/9/2022 8:31 AM,"550 Jeronimo Drive, Coral Gables, FL 33146, United States of America",25.73023555,-80.26603191,POINT (-80.26603191 25.73023555)
588,W064225-020322,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Utilities,2/3/2022 11:00 AM,"424 Camilo Avenue, Coral Gables, FL 33134, United States of America",25.7399615,-80.2633847,POINT (-80.2633847 25.7399615)
589,W064178-020122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/1/2022 2:39 PM,"6815 Talavera Street, Coral Gables, FL 33146, United States of America",25.70613895,-80.27040594,POINT (-80.27040594 25.70613895)
590,W064159-020122,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW - Central and Engineering,2/1/2022 9:11 AM,"4826 Alhambra Circle, Coral Gables, FL 33146, United States of America",25.7252349,-80.2843799,POINT (-80.2843799 25.7252349)
591,W064122-013122,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,1/31/2022 9:24 AM,"1245 Milan Avenue, Coral Gables, FL 33134, United States of America",25.7570338,-80.28086963,POINT (-80.28086963 25.7570338)
592,W064102-012822,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,1/28/2022 12:27 PM,"617 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75197285,-80.2676821,POINT (-80.2676821 25.75197285)
593,W063984-012522,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,1/25/2022 5:25 PM,"4826 Alhambra Circle, Coral Gables, FL 33146, United States of America",25.7252349,-80.2843799,POINT (-80.2843799 25.7252349)
594,W063906-012322,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,1/23/2022 5:26 PM,"4826 Alhambra Circle, Coral Gables, FL 33146, United States of America",25.7252349,-80.2843799,POINT (-80.2843799 25.7252349)
595,W063797-011922,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Utilities,1/19/2022 10:08 AM,"245 Andalusia Avenue, Coral Gables, FL 33134, United States of America",25.7488535,-80.2596747,POINT (-80.2596747 25.7488535)
596,W063731-011722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,1/17/202212:51 AM,"930 Paradiso Avenue, Coral Gables, FL 33146, United States of America",25.72134525,-80.27114094,POINT (-80.27114094 25.72134525)
597,W062878-121621,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,12/16/2021 4:32 PM,"1201 East Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7603086,-80.2583537,POINT (-80.2583537 25.7603086)
598,W062712-121021,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/10/2021 1:56 PM,"364 Sevilla Avenue, Coral Gables, FL 33134, United States of America",25.7459596,-80.2619005,POINT (-80.2619005 25.7459596)
599,W062602-120821,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/8/2021 9:14 AM,"825 Milan Avenue, Coral Gables, FL 33134, United States of America",25.75739455,-80.27232166,POINT (-80.27232166 25.75739455)
600,W062510-120621,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,12/6/2021 7:12 AM,"430 Gerona Avenue, Coral Gables, FL 33146, United States of America",25.71618585,-80.262478,POINT (-80.262478 25.71618585)
601,W062193-111921,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,11/19/2021 4:46 PM,"5004 Alhambra Circle, Coral Gables, FL 33146, United States of America",25.72327005,-80.28423783,POINT (-80.28423783 25.72327005)
602,W062133-111821,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,11/18/2021 8:25 AM,"820 Messina Avenue, Coral Gables, FL 33134, United States of America",25.75769935,-80.27211081,POINT (-80.27211081 25.75769935)
603,W062055-111621,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,11/16/2021 7:30 AM,"641 Madeira Avenue, Coral Gables, FL 33134, United States of America",25.7556844,-80.26875398,POINT (-80.26875398 25.7556844)
604,W061990-111221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/12/2021 8:49 AM,"11015 Tanya Street, Coral Gables, FL 33156, United States of America",25.6743312,-80.2684525,POINT (-80.2684525 25.6743312)
605,W061850-110521,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,11/5/2021 6:06 PM,"916 Catalonia Avenue, Coral Gables, FL 33134, United States of America",25.7432346,-80.27340351,POINT (-80.27340351 25.7432346)
606,W061845-110521,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/5/2021 4:06 PM,"4430 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.7300081,-80.27841734,POINT (-80.27841734 25.7300081)
607,W061827-110521,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/5/2021 8:33 AM,"537 Madeira Avenue, Coral Gables, FL 33134, United States of America",25.75573085,-80.26656883,POINT (-80.26656883 25.75573085)
608,W061769-110321,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,11/3/2021 9:00 AM,"1009 Hardee Road, Coral Gables, FL 33146, United States of America",25.712579,-80.2712268,POINT (-80.2712268 25.712579)
609,W061753-110221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/2/2021 3:01 PM,"6830 Veronese Street, Coral Gables, FL 33146, United States of America",25.70740455,-80.26570694,POINT (-80.26570694 25.70740455)
610,W061655-102921,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/29/2021 2:48 PM,"8107 Los Pinos Circle, Coral Gables, FL 33143, United States of America",25.6961076,-80.2618348,POINT (-80.2618348 25.6961076)
611,W061581-102721,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/27/2021 11:57 AM,"1258 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75360325,-80.28170064,POINT (-80.28170064 25.75360325)
612,W061572-102721,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/27/2021 10:04 AM,"1001 Cotorro Ave, Coral Gables, FL 33146",25.71506308,-80.2716179,POINT (-80.2716179 25.71506308)
613,W061554-102621,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/26/2021 2:24 PM,"11000 Tanya Street, Coral Gables, FL 33156, United States of America",25.6745388,-80.2691301,POINT (-80.2691301 25.6745388)
614,W061537-102621,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/26/202110:13AM,"3401 Toledo Plaza, Coral Gables, FL 33134, United States of America",25.74027464,-80.27118488,POINT (-80.27118488 25.74027464)
615,W061482-102221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/22/2021 4:36 PM,"1316 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.7534865,-80.28261819,POINT (-80.28261819 25.7534865)
616,W061476-102221,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/22/2021 2:28 PM,"1310 South Greenway Drive, Coral Gables, FL 33134, United States of America",25.75100255,-80.28246765,POINT (-80.28246765 25.75100255)
617,W061413-102021,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/20/2021 12:09 PM,"1551 Delgado Avenue, Coral Gables, FL 33146, United States of America",25.7162588,-80.28555117,POINT (-80.28555117 25.7162588)
618,W061398-101921,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/19/2021 4:18 PM,"531 Menendez Avenue, Coral Gables, FL 33146, United States of America",25.7233566,-80.2646345,POINT (-80.2646345 25.7233566)
619,W061315-101521,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/15/2021 12:14 PM,"410 Alcazar Avenue, Coral Gables, FL 33134, United States of America",25.7523409,-80.26335346,POINT (-80.26335346 25.7523409)
620,W061190-101121,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/11/2021 11:49 AM,"Venetian Pool, 2701 De Soto Boulevard, Coral Gables, FL 33134, United States of America",25.7457795,-80.27316021,POINT (-80.27316021 25.7457795)
621,W061129-100821,(Internal) - Drainage Assessments/Improvements,In Progress,Medium,PW- Central and Engineering,10/8/2021 9:42 AM,"1020 Castile Avenue, Coral Gables, FL 33134, United States of America",25.7495767,-80.27598485,POINT (-80.27598485 25.7495767)
622,W061051-100521,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/5/2021 12:06 PM,"326 Fluvia Avenue, Coral Gables, FL 33134, United States of America",25.7367384,-80.26135011,POINT (-80.26135011 25.7367384)
623,W060991-1 00421,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/4/2021 8:56 AM,"3260 Riviera Drive, Coral Gables, FL 33134, United States of America",25.7406206,-80.26959139,POINT (-80.26959139 25.7406206)
624,W060967-100121,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/1/2021 3:46 PM,"1258 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75360325,-80.28170064,POINT (-80.28170064 25.75360325)
625,W060896-092921,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/29/2021 2:09 PM,"4400 Monserrate Street, Coral Gables, FL 33146, United States of America",25.7311578,-80.26945281,POINT (-80.26945281 25.7311578)
626,W060891-092921,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/29/2021 11:04 AM,"905 Alberca Street, Coral Gables, FL 33134, United States of America",25.76238425,-80.27603523,POINT (-80.27603523 25.76238425)
627,W060813-092721,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/27/2021 1:47 PM,"520 Aragon Avenue, Coral Gables, FL 33134, United States of America",25.75003835,-80.26570717,POINT (-80.26570717 25.75003835)
628,W060811-092721,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/27/2021 1:42 PM,"445 Zamora Avenue, Coral Gables, FL 33134, United States of America",25.7565949,-80.2648243,POINT (-80.2648243 25.7565949)
629,W060795-092721,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/27/202110:12AM,"1424 Ortega Avenue, Coral Gables, FL 33134, United States of America",25.7579024,-80.28452373,POINT (-80.28452373 25.7579024)
630,W060723-092321,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/23/2021 2:25 PM,"4510 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.72964105,-80.27837463,POINT (-80.27837463 25.72964105)
631,W060696-092221,Storm Drain/ Catch Basin,Completed,Medium,PW- Central and Engineering,9/22/2021 4:44 PM,"133 Grand Avenue, Coral Gables, FL 33133, United States of America",25.72767745,-80.25691839,POINT (-80.25691839 25.72767745)
632,W060672-092221,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/22/2021 9:15 AM,"3136 Coconut Grove Drive, Coral Gables, FL 33134, United States of America",25.74304455,-80.25535965,POINT (-80.25535965 25.74304455)
633,W060668-092221,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/22/2021 8:37 AM,"2120 Country Club Prado, Coral Gables, FL 33134, United States of America",25.7502882,-80.28676309,POINT (-80.28676309 25.7502882)
634,W060665-092121,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/21/2021 6:43 PM,"918 Santiago Street, Coral Gables, FL 33134, United States of America",25.7621203,-80.27272353,POINT (-80.27272353 25.7621203)
635,W060651-092121,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/21/2021 3:33 PM,"264 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.751739,-80.2600992,POINT (-80.2600992 25.751739)
636,W060648-092121,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/21/2021 2:59 PM,"Coral Gables, FL, United States of America",25.70645428,-80.26610806,POINT (-80.26610806 25.70645428)
637,W060558-092021,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/20/2021 8:49 AM,"910 Capri Street, Coral Gables, FL 33134, United States of America",25.76235745,-80.27493489,POINT (-80.27493489 25.76235745)
638,W060538-091721,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/17/2021 4:09 PM,"1441 Lugo Avenue, Coral Gables, FL 33156, United States of America",25.6529401,-80.2814498,POINT (-80.2814498 25.6529401)
639,W060332-091421,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Utilities,9/14/2021 9:05 AM,"1510 Delgado Avenue, Coral Gables, FL 33146, United States of America",25.71587445,-80.28407205,POINT (-80.28407205 25.71587445)
